/bin/sh: 1: sox: not found
SoX could not be found!

    If you do not have SoX, proceed here:
     - - - http://sox.sourceforge.net/ - - -

    If you do (or think that you should) have SoX, double-check your
    path variables.

/home/vikashan_technologie/m32/venv-qwen/lib/python3.12/site-packages/accelerate/accelerator.py:529: UserWarning: `log_with=tensorboard` was passed but no supported trackers are currently installed.
  warnings.warn(f"`log_with={log_with}` was passed but no supported trackers are currently installed.")
`torch_dtype` is deprecated! Use `dtype` instead!

********
Warning: flash-attn is not installed. Will only run the manual PyTorch version. Please install flash-attn for faster inference.
********

Epoch 0 | Step 0 | Loss: 12.2745
Epoch 1 | Step 120 | Loss: 3.9727
Epoch 1 | Step 130 | Loss: 3.4379
Epoch 1 | Step 140 | Loss: 3.5883
Epoch 1 | Step 150 | Loss: 3.8183
Epoch 1 | Step 160 | Loss: 3.5397
Epoch 1 | Step 170 | Loss: 3.5646
Epoch 1 | Step 180 | Loss: 3.7254
Epoch 1 | Step 190 | Loss: 3.3119
Epoch 1 | Step 200 | Loss: 3.5282
Epoch 1 | Step 210 | Loss: 3.8312
Epoch 1 | Step 220 | Loss: 3.6822
Epoch 1 | Step 230 | Loss: 3.9289
Epoch 1 | Step 240 | Loss: 3.3874
Epoch 1 | Step 250 | Loss: 3.5841
Epoch 1 | Step 260 | Loss: 3.6979
Epoch 1 | Step 270 | Loss: 3.4229
Epoch 1 | Step 280 | Loss: 3.3917
Epoch 1 | Step 290 | Loss: 3.3026
Epoch 1 | Step 300 | Loss: 3.6055
Epoch 1 | Step 310 | Loss: 3.6073
Epoch 1 | Step 320 | Loss: 4.0954
Epoch 1 | Step 330 | Loss: 3.4467
Epoch 1 | Step 340 | Loss: 3.7968
Epoch 1 | Step 350 | Loss: 3.5434
Epoch 1 | Step 360 | Loss: 3.6542
Epoch 1 | Step 370 | Loss: 3.9092
Epoch 1 | Step 380 | Loss: 3.3476
Epoch 1 | Step 390 | Loss: 3.4895
Epoch 1 | Step 400 | Loss: 3.7045
Epoch 1 | Step 410 | Loss: 3.6836
Epoch 1 | Step 420 | Loss: 3.7567
Epoch 1 | Step 430 | Loss: 3.5759
Epoch 1 | Step 440 | Loss: 3.6420
Epoch 1 | Step 450 | Loss: 3.2898
Epoch 1 | Step 460 | Loss: 3.3769
Epoch 1 | Step 470 | Loss: 3.3017
Epoch 1 | Step 480 | Loss: 3.3920
Epoch 1 | Step 490 | Loss: 3.3048
Epoch 1 | Step 500 | Loss: 3.5541
Epoch 1 | Step 510 | Loss: 3.6133
Epoch 1 | Step 520 | Loss: 3.7864
Epoch 1 | Step 530 | Loss: 3.4371
Epoch 1 | Step 540 | Loss: 3.4317
Epoch 1 | Step 550 | Loss: 3.5066
Epoch 1 | Step 560 | Loss: 3.9070
Epoch 1 | Step 570 | Loss: 3.6982
Epoch 1 | Step 580 | Loss: 3.6151
Epoch 1 | Step 590 | Loss: 3.3712
Epoch 1 | Step 600 | Loss: 3.6355
Epoch 1 | Step 610 | Loss: 3.7596
Epoch 1 | Step 620 | Loss: 3.4928
Epoch 1 | Step 630 | Loss: 3.2785
Epoch 1 | Step 640 | Loss: 3.8560
Epoch 1 | Step 650 | Loss: 3.6064
Epoch 1 | Step 660 | Loss: 3.8297
Epoch 1 | Step 670 | Loss: 3.6176
Epoch 1 | Step 680 | Loss: 3.4798
Epoch 1 | Step 690 | Loss: 3.6624
Epoch 1 | Step 700 | Loss: 3.7089
Epoch 1 | Step 710 | Loss: 3.7368
Epoch 1 | Step 720 | Loss: 3.5291
Epoch 1 | Step 730 | Loss: 3.5774
Epoch 1 | Step 740 | Loss: 3.7536
Epoch 1 | Step 750 | Loss: 3.1647
Epoch 1 | Step 760 | Loss: 3.4537
Epoch 1 | Step 770 | Loss: 3.7216
Epoch 1 | Step 780 | Loss: 3.3409
Epoch 1 | Step 790 | Loss: 3.7567
Epoch 1 | Step 800 | Loss: 3.4495
Epoch 1 | Step 810 | Loss: 3.6604
Epoch 1 | Step 820 | Loss: 3.4926
Epoch 1 | Step 830 | Loss: 3.3547
Epoch 1 | Step 840 | Loss: 4.0613
Epoch 1 | Step 850 | Loss: 3.5545
Epoch 1 | Step 860 | Loss: 3.6551
Epoch 1 | Step 870 | Loss: 3.4219
Epoch 1 | Step 880 | Loss: 3.4859
Epoch 1 | Step 890 | Loss: 3.7213
Epoch 1 | Step 900 | Loss: 3.4471
Epoch 1 | Step 910 | Loss: 3.5993
Epoch 1 | Step 920 | Loss: 3.5859
Epoch 1 | Step 930 | Loss: 3.3282
Epoch 1 | Step 940 | Loss: 3.4432
Epoch 1 | Step 950 | Loss: 3.6198
Epoch 1 | Step 960 | Loss: 3.9913
Epoch 1 | Step 970 | Loss: 3.9215
Epoch 1 | Step 980 | Loss: 3.5340
Epoch 1 | Step 990 | Loss: 3.5309
Epoch 2 | Step 0 | Loss: 3.3289
Epoch 2 | Step 10 | Loss: 3.4164
Epoch 2 | Step 20 | Loss: 3.3403
Epoch 2 | Step 30 | Loss: 3.6090
Epoch 2 | Step 40 | Loss: 3.4270
Epoch 2 | Step 50 | Loss: 3.3747
Epoch 2 | Step 60 | Loss: 3.4186
Epoch 2 | Step 70 | Loss: 3.2929
Epoch 2 | Step 80 | Loss: 3.1676
Epoch 2 | Step 90 | Loss: 3.8788
Epoch 2 | Step 100 | Loss: 3.1181
Epoch 2 | Step 110 | Loss: 3.6533
Epoch 2 | Step 120 | Loss: 3.8167
Epoch 2 | Step 130 | Loss: 3.3060
Epoch 2 | Step 140 | Loss: 3.3068
Epoch 2 | Step 150 | Loss: 3.5773
Epoch 2 | Step 160 | Loss: 3.6052
Epoch 2 | Step 170 | Loss: 3.2853
Epoch 2 | Step 180 | Loss: 3.3382
Epoch 2 | Step 190 | Loss: 3.1771
Epoch 2 | Step 200 | Loss: 3.3574
Epoch 2 | Step 210 | Loss: 3.5547
Epoch 2 | Step 220 | Loss: 3.5041
Epoch 2 | Step 230 | Loss: 3.3670
Epoch 2 | Step 240 | Loss: 3.4336
Epoch 2 | Step 250 | Loss: 3.3395
Epoch 2 | Step 260 | Loss: 3.9068
Epoch 2 | Step 270 | Loss: 3.3585
Epoch 2 | Step 280 | Loss: 3.5720
Epoch 2 | Step 290 | Loss: 3.5822
Epoch 2 | Step 300 | Loss: 3.5331
Epoch 2 | Step 310 | Loss: 3.3970
Epoch 2 | Step 320 | Loss: 3.4277
Epoch 2 | Step 330 | Loss: 3.9110
Epoch 2 | Step 340 | Loss: 4.1579
Epoch 2 | Step 350 | Loss: 3.4264
Epoch 2 | Step 360 | Loss: 3.5089
Epoch 2 | Step 370 | Loss: 3.1660
Epoch 2 | Step 380 | Loss: 3.3860
Epoch 2 | Step 390 | Loss: 3.4977
Epoch 2 | Step 400 | Loss: 3.4458
Epoch 2 | Step 410 | Loss: 3.4521
Epoch 2 | Step 420 | Loss: 3.3473
Epoch 2 | Step 430 | Loss: 3.8195
Epoch 2 | Step 440 | Loss: 3.2811
Epoch 2 | Step 450 | Loss: 3.4161
Epoch 2 | Step 460 | Loss: 3.4706
Epoch 2 | Step 470 | Loss: 3.5240
Epoch 2 | Step 480 | Loss: 3.4294
Epoch 2 | Step 490 | Loss: 3.2120
Epoch 2 | Step 500 | Loss: 3.2465
Epoch 2 | Step 510 | Loss: 3.4687
Epoch 2 | Step 520 | Loss: 3.3585
Epoch 2 | Step 530 | Loss: 3.8058
Epoch 2 | Step 540 | Loss: 3.2997
Epoch 2 | Step 550 | Loss: 3.8777
Epoch 2 | Step 560 | Loss: 3.2489
Epoch 2 | Step 570 | Loss: 3.2216
Epoch 2 | Step 580 | Loss: 3.3705
Epoch 2 | Step 590 | Loss: 3.4784
Epoch 2 | Step 600 | Loss: 3.1081
Epoch 2 | Step 610 | Loss: 3.2468
Epoch 2 | Step 620 | Loss: 3.7771
Epoch 2 | Step 630 | Loss: 3.0750
Epoch 2 | Step 640 | Loss: 3.4275
Epoch 2 | Step 650 | Loss: 3.4650
Epoch 2 | Step 660 | Loss: 3.3399
Epoch 2 | Step 670 | Loss: 3.5480
Epoch 2 | Step 680 | Loss: 4.6603
Epoch 2 | Step 690 | Loss: 3.3345
Epoch 2 | Step 700 | Loss: 3.3807
Epoch 2 | Step 710 | Loss: 3.9575
Epoch 2 | Step 720 | Loss: 3.1442
Epoch 2 | Step 730 | Loss: 3.1156
Epoch 2 | Step 740 | Loss: 3.4088
Epoch 2 | Step 750 | Loss: 3.2408
Epoch 2 | Step 760 | Loss: 3.4473
Epoch 2 | Step 770 | Loss: 3.4002
Epoch 2 | Step 780 | Loss: 3.4971
Epoch 2 | Step 790 | Loss: 3.3428
Epoch 2 | Step 800 | Loss: 3.6165
Epoch 2 | Step 810 | Loss: 3.1193
Epoch 2 | Step 820 | Loss: 3.8002
Epoch 2 | Step 830 | Loss: 3.4278
Epoch 2 | Step 840 | Loss: 3.6547
Epoch 2 | Step 850 | Loss: 3.5236
Epoch 2 | Step 860 | Loss: 3.8057
Epoch 2 | Step 870 | Loss: 3.5875
Epoch 2 | Step 880 | Loss: 3.6960
Epoch 2 | Step 890 | Loss: 3.4263
Epoch 2 | Step 900 | Loss: 3.2905
Epoch 2 | Step 910 | Loss: 3.9250
Epoch 2 | Step 920 | Loss: 3.6952
Epoch 2 | Step 930 | Loss: 3.3651
Epoch 2 | Step 940 | Loss: 3.5252
Epoch 2 | Step 950 | Loss: 3.0850
Epoch 2 | Step 960 | Loss: 3.6856
Epoch 2 | Step 970 | Loss: 3.8310
Epoch 2 | Step 980 | Loss: 3.4602
Epoch 2 | Step 990 | Loss: 3.3339
